"","Sec","variable","value"
"1308","IT","SMB",-0.0014186117892678
"1309","RE","SMB",0.00396423507942756
"1310","CD","SMB",0.00202839848293454
"1311","U","SMB",-0.00389033562700485
"1312","I","SMB",0.00187540018059916
"1313","FI","SMB",-0.00230875581395461
"1314","CD","SMB",0.0033194943500096
"1315","CD","SMB",0.00533162605693039
"1316","FI","SMB",0.00285676749528926
"1317","I","SMB",0.000816739968560766
"1318","H","SMB",-0.00224612815030964
"1319","FI","SMB",0.000548826670652366
"1320","FI","SMB",0.0095221338070753
"1321","IT","SMB",-0.0040613039011698
"1322","IT","SMB",-0.00123042216109092
"1323","CS","SMB",0.00215853260077652
"1324","FI","SMB",0.00151048128344314
"1325","IT","SMB",0.0016209037747227
"1326","CD","SMB",0.00441731942134101
"1327","CD","SMB",0.00300920470358097
"1328","IT","SMB",0.00572977361047437
"1329","E","SMB",0.00235190143058706
"1330","IT","SMB",0.000403213559550296
"1331","I","SMB",0.0059994440509984
"1332","CD","SMB",0.00277399962655032
"1333","CD","SMB",-0.00596666349749763
"1334","CD","SMB",0.00415011369469341
"1335","FI","SMB",0.000918043779189373
"1336","IT","SMB",-0.00237987193105819
"1337","CD","SMB",0.00534770237892618
"1338","I","SMB",-0.00103104028920623
"1339","FI","SMB",-0.00226830659557964
"1340","CD","SMB",0.00401394351204353
"1341","CD","SMB",-0.00397397378407959
"1342","CD","SMB",-0.00379077321303918
"1343","CS","SMB",0.000422182384207494
"1344","CD","SMB",0.00736264821221059
"1345","FI","SMB",-8.5567475377464e-05
"1346","CD","SMB",0.00937117051507771
"1347","I","SMB",0.00551338843439065
"1348","I","SMB",0.00807381517933167
"1349","H","SMB",0.00276324593331823
"1350","I","SMB",0.00183233397736979
"1351","I","SMB",0.0126095594098274
"1352","I","SMB",0.00197220811961546
"1353","H","SMB",0.00695613011997309
"1354","FI","SMB",0.00114396791524142
"1355","CD","SMB",-0.000243716491269673
"1356","E","SMB",0.000554648922371215
"1357","H","SMB",0.00417594880980009
"1358","RE","SMB",-0.00547465567399731
"1359","IT","SMB",-0.000587493778789017
"1360","I","SMB",-0.000543139079872611
"1361","T","SMB",-0.00731915723555776
"1362","H","SMB",-0.00351623392280244
"1363","CD","SMB",-0.000506147577727099
"1364","IT","SMB",-0.0049163830240389
"1365","RE","SMB",0.000226165716756512
"1366","M","SMB",0.00528192375603777
"1367","CS","SMB",-0.00310296779268494
"1368","CS","SMB",-0.00385513765301681
"1369","CD","SMB",-0.00204570888534368
"1370","I","SMB",-0.00426241229914805
"1371","H","SMB",0.00661462113269745
"1372","U","SMB",-0.00252991137830397
"1373","FI","SMB",-8.36386635727993e-05
"1374","RE","SMB",0.0108533310936462
"1375","IT","SMB",-8.26342285267226e-05
"1376","IT","SMB",0.00431703451590575
"1377","RE","SMB",0.00303984478986436
"1378","CD","SMB",0.0069309986754633
"1379","E","SMB",0.00670452842557658
"1380","FI","SMB",0.00131224425090826
"1381","CD","SMB",0.00307791631649543
"1382","CD","SMB",0.00156343837386358
"1383","U","SMB",-0.00367469868091768
"1384","IT","SMB",0.00297453858013739
"1385","FI","SMB",-0.00324823693324461
"1386","I","SMB",0.00367480716461141
"1387","CD","SMB",0.00427207554258858
"1388","H","SMB",0.000822626079069458
"1389","FI","SMB",0.00756753708696719
"1390","I","HML",-0.00206480097229038
"1391","H","HML",-0.00694811130189259
"1392","IT","HML",-0.00253692975615675
"1393","IT","HML",-0.00943500460465706
"1394","I","HML",-0.00893206807108629
"1395","IT","HML",0.000447157236950067
"1396","IT","HML",0.0107621503664313
"1397","CD","HML",-0.00464873347942569
"1398","U","HML",-0.00766203029580872
"1399","H","HML",-0.000289768214647945
"1400","FI","HML",0.00304803967129626
"1401","FI","HML",-0.000764297061110829
"1402","H","HML",-0.005892336964754
"1403","M","HML",-0.00230082522639448
"1404","IT","HML",0.00598821107400913
"1405","I","HML",-0.00795071077940647
"1406","M","HML",-0.00376048582098485
"1407","RE","HML",-0.00227178046408361
"1408","H","HML",-0.0113284713418558
"1409","H","HML",-0.00376937506909026
"1410","H","HML",-0.0101129393227025
"1411","U","HML",-0.00658530950663737
"1412","FI","HML",-0.00327673998118227
"1413","IT","HML",-0.00272098537351528
"1414","IT","HML",-0.00269638436766223
"1415","CS","HML",-0.00651855577953086
"1416","CD","HML",-0.00807599416997711
"1417","I","HML",-0.0090842429621498
"1418","U","HML",-0.00595105589152181
"1419","FI","HML",0.00499400089381288
"1420","FI","HML",0.00807786685471131
"1421","RE","HML",-0.0070142176220111
"1422","U","HML",-0.00716030613560292
"1423","H","HML",-0.00930604985308599
"1424","I","HML",-0.00294912365511799
"1425","H","HML",-0.0103506626752253
"1426","IT","HML",-0.00153823386368198
"1427","E","HML",0.00391561710660382
"1428","IT","HML",-0.000707445491426197
"1429","E","HML",-0.00294263755077657
"1430","IT","HML",-0.00580264022717501
"1431","H","HML",0.000859310049357346
"1432","FI","HML",-0.00259652575937372
"1433","I","HML",-0.0063002705220428
"1434","E","HML",0.00708385965201984
"1435","RE","HML",-0.00268603810696371
"1436","IT","HML",-0.000456589597126667
"1437","IT","HML",0.0013914003988147
"1438","CD","HML",-0.00309728762475034
"1439","CS","HML",0.000467771177052381
"1440","I","HML",-0.00663153954893559
"1441","FI","HML",-0.0013106763537565
"1442","FI","HML",0.00303614382645527
"1443","T","HML",-0.0054610318919579
"1444","IT","HML",-0.00578527268022128
"1445","IT","HML",-0.00132099844208132
"1446","CD","HML",-0.00723396768241673
"1447","RE","HML",-0.00219024396993439
"1448","M","HML",-0.00395720954354791
"1449","E","HML",-0.000554403173815693
"1450","M","HML",-0.00425659514090863
"1451","FI","HML",0.0194777811298646
"1452","FI","HML",0.0135893856813344
"1453","H","HML",-0.00701301817401422
"1454","FI","HML",0.00810500386196124
"1455","H","HML",-0.00626705479916685
"1456","CD","HML",-0.00293594802794119
"1457","H","HML",-0.00724626504220753
"1458","FI","HML",0.00084740409064557
"1459","FI","HML",-0.0114912202070032
"1460","I","HML",-0.0015960431837009
"1461","CD","HML",-0.00428209967536992
"1462","CD","HML",0.000534088174627169
"1463","RE","HML",-0.00466255856420265
"1464","H","HML",-0.00799346843533423
"1465","H","HML",-0.00422647478244023
"1466","IT","HML",-0.0053422935825411
"1467","I","HML",-0.00317108484909114
"1468","IT","HML",-0.00701711770935822
"1469","E","HML",-0.00218442155254562
"1470","IT","HML",0.00128501098432656
"1471","CS","HML",-0.00182028415995019
"1472","FI","HML",0.010386359384703
"1473","H","HML",-0.00872851268880269
"1474","CD","HML",0.000188763238106611
"1475","CD","HML",-0.00550608795430254
"1476","I","HML",-0.00167133966360389
"1477","FI","HML",0.00188559635143039
"1478","CD","HML",-0.00388319653880151
"1479","H","HML",-0.0127981271440184
"1480","H","HML",-0.0147139781003323
"1481","U","HML",-0.00508967584370977
"1482","T","HML",-0.0100793908411411
"1483","H","HML",-0.0115287945086611
"1484","M","HML",0.00104905895005931
"1485","FI","HML",0.0113268571401002
"1486","CD","HML",-0.00390953726169558
"1487","E","HML",0.00525835782997167
"1488","CD","HML",-0.0119447369050735
"1489","FI","HML",-0.00253488556210817
"1490","CS","HML",-0.0102304417346697
"1491","H","HML",-0.00253276990798585
"1492","E","HML",0.0094881783397447
"1493","FI","HML",-0.00589656856732246
"1494","I","HML",-0.000597233555514574
"1495","IT","HML",0.00322960962519908
"1496","FI","HML",0.0135148818046958
"1497","IT","HML",-0.00418519269618756
"1498","CS","HML",-0.00480016375867841
"1499","FI","HML",0.00410158962607119
"1500","U","HML",-0.00691503575053701
"1501","CS","HML",-0.00668192715357491
"1502","IT","HML",0.00180657919513151
"1503","CS","HML",-0.00690330554954737
"1504","CD","HML",-0.00541508123485173
"1505","FI","HML",0.0143408275336364
"1506","CS","HML",-0.000546079194532542
"1507","E","HML",0.000698001534766518
"1508","E","HML",0.0103585255796091
"1509","U","HML",-0.00655634755093829
"1510","CS","HML",-0.00304819849706651
"1511","H","HML",-0.00571417495348697
"1512","IT","HML",-0.000104156361201242
"1513","CS","HML",-0.00689362736947082
"1514","RE","HML",-0.00529480540670783
"1515","I","HML",-0.000594683070823878
"1516","I","HML",0.000270810900504606
"1517","CS","HML",-0.0081731077111877
"1518","CD","HML",-0.00529597321690689
"1519","H","HML",-0.00407204631260447
"1520","CD","HML",-0.00393278816549787
"1521","H","HML",-0.0032761822246902
"1522","I","HML",0.000790570968309726
"1523","I","HML",-0.00391508811422308
"1524","H","HML",-0.00441304470392031
"1525","E","HML",0.0140113936822877
"1526","RE","HML",-0.00700393348136448
"1527","FI","HML",0.00523547856834087
"1528","CD","HML",-0.00131400689072687
"1529","CD","HML",-0.00130359635908373
"1530","CD","HML",-0.0036357653534571
"1531","CD","HML",-0.0114858358588029
"1532","U","HML",-0.00325134086248718
"1533","I","HML",0.00142701575204788
"1534","M","HML",0.00070779653662259
"1535","CS","HML",-0.00876277556527864
"1536","U","HML",-0.00243148875206313
"1537","RE","HML",-0.00552426719451659
"1538","U","HML",-0.00701944890561531
"1539","IT","HML",-0.000963077497915408
"1540","FI","HML",0.00738243663137136
"1541","M","HML",0.00194820386407869
"1542","I","HML",-0.00231079945858565
"1543","IT","HML",-0.00724256889697772
"1544","M","HML",-0.00298198818468955
"1545","U","HML",-0.00628246379165016
"1546","H","HML",-0.0148303036460645
"1547","IT","HML",-0.00369242753484045
"1548","I","HML",-0.00115585653494618
"1549","U","HML",0.00122285378622305
"1550","E","HML",0.0105161226001307
"1551","E","HML",-0.00183883438504819
"1552","I","HML",-0.00784479601817179
"1553","RE","HML",-0.00390433952921044
"1554","RE","HML",-0.00260437803898487
"1555","RE","HML",-0.000562996132534425
"1556","CS","HML",-0.00624318573393044
"1557","U","HML",-0.00653212280606409
"1558","FI","HML",-0.00207861394122283
"1559","U","HML",-0.00142560781070914
"1560","CD","HML",-0.0113656986797018
"1561","I","HML",-0.00217491495819061
"1562","H","HML",-0.00383346613543977
"1563","RE","HML",-0.00456064658697069
"1564","E","HML",0.00124912504287804
"1565","IT","HML",-0.00613013862298175
"1566","I","HML",0.00362357235951432
"1567","RE","HML",-0.00569115415070134
"1568","I","HML",0.00039220933796281
"1569","IT","HML",-0.00299030974377298
"1570","FI","HML",0.0113704946995169
"1571","U","HML",-0.00495414639256121
"1572","IT","HML",-0.00328165536520616
"1573","IT","HML",0.000519818898192232
"1574","I","HML",0.00124505980366284
"1575","I","HML",0.00434541206807652
"1576","M","HML",-0.000993223937746194
"1577","CD","HML",-0.00533101842000287
"1578","CD","HML",0.00108406455076618
"1579","I","HML",-0.00924869629555634
"1580","FI","HML",0.00297424312655795
"1581","M","HML",0.000984857966959862
"1582","CD","HML",-0.00139358851139753
"1583","IT","HML",-0.00251163932199449
"1584","I","HML",0.000769011426535398
"1585","I","HML",-0.00163024200562298
"1586","RE","HML",-0.00600067431966132
"1587","CS","HML",-0.00450732505485683
"1588","CD","HML",0.00808569321089431
"1589","CD","HML",-0.00704150575954311
"1590","H","HML",-0.00812630239002798
"1591","IT","HML",-0.00412613129769691
"1592","FI","HML",0.013883552869879
"1593","CD","HML",-0.00218175375102903
"1594","I","HML",0.00116636038500612
"1595","E","HML",0.0038758298192897
"1596","CD","HML",-0.0046808282660085
"1597","CD","HML",0.00283208841362837
"1598","IT","HML",0.00249625375935323
"1599","FI","HML",0.00451453008206138
"1600","CD","HML",-0.00497653419629839
"1601","H","HML",-0.00882559864493464
"1602","RE","HML",-0.00883677481661885
"1603","E","HML",0.00859449251736475
"1604","H","HML",-0.010277512010613
"1605","CS","HML",-0.00876121450699974
"1606","E","HML",0.00859866134736487
"1607","H","HML",-0.00146346099213965
"1608","CD","HML",-0.000131272525485159
"1609","I","HML",-0.00403955774024642
"1610","CS","HML",-0.0089402996122874
"1611","RE","HML",0.00314840597198588
"1612","IT","HML",0.00160465814831888
"1613","H","HML",-0.000511699271917045
"1614","FI","HML",0.00901483787537591
"1615","I","HML",-0.00258492488924025
"1616","H","HML",-0.00565535802909497
"1617","I","HML",7.95108306618535e-05
"1618","H","HML",-0.0179238961750465
"1619","I","HML",-0.00508011774180498
"1620","IT","HML",0.00224959953560706
"1621","FI","HML",0.000406689350556145
"1622","IT","HML",0.00169615883663429
"1623","H","HML",-0.023254231320193
"1624","M","HML",-0.00148404011504493
"1625","CD","HML",-0.00531686016908631
"1626","M","HML",-0.0030543575661846
"1627","IT","HML",-0.00393387288764217
"1628","H","HML",-0.00547436702412691
"1629","FI","HML",0.00637332804778162
"1630","IT","HML",0.00123499267133432
"1631","RE","HML",-0.00629349185228919
"1632","I","HML",0.00352572630139883
"1633","I","HML",0.00041189859012743
"1634","CS","HML",-0.00780567263137324
"1635","I","HML",-0.00211474109072037
"1636","FI","HML",0.0136239218341541
"1637","IT","HML",-0.00167678726644852
"1638","I","HML",0.00192285277730134
"1639","CS","HML",-0.0029314922998213
"1640","FI","HML",0.0138135185002069
"1641","CS","HML",-0.00978103898959004
"1642","RE","HML",-0.00789411457281514
"1643","E","HML",-0.00168076246677014
"1644","IT","HML",-0.00257744567869886
"1645","CD","HML",0.00254855111674821
"1646","CS","HML",-0.00576128755646335
"1647","CD","HML",-0.00218491570501753
"1648","I","HML",-0.000850829654949464
"1649","H","HML",-0.00372369056226092
"1650","IT","HML",0.000664924131073448
"1651","CD","HML",-0.00420210611004718
"1652","CD","HML",-0.00422827162404859
"1653","FI","HML",0.00710094913987593
"1654","H","HML",-0.00861213346779566
"1655","FI","HML",0.0169622032609595
"1656","CD","HML",-0.00400314994522592
"1657","I","HML",-0.00100460857669332
"1658","CD","HML",-0.00214736803810308
"1659","M","HML",0.00734211333666984
"1660","FI","HML",0.0101506736809601
"1661","RE","HML",-0.00566846975533066
"1662","CD","HML",0.000134280133215837
"1663","E","HML",0.0124477936292274
"1664","E","HML",0.0066617146215368
"1665","CD","HML",-0.000605406102097592
"1666","FI","HML",-0.00201220412692415
"1667","M","HML",0.00161796546248149
"1668","I","HML",-0.00120127851446363
"1669","IT","HML",-0.00430441021467315
"1670","CD","HML",-0.000648276384350258
"1671","CS","HML",-0.0063731061992964
"1672","CD","HML",-0.000909408567023208
"1673","H","HML",-0.00849603489530834
"1674","H","HML",-0.00927090506130081
"1675","H","HML",-0.0088737276577238
"1676","FI","HML",0.0121398124031478
"1677","H","HML",-0.00632013737329881
"1678","CD","HML",0.000871215061775203
"1679","CD","HML",-0.00547140112494955
"1680","IT","HML",-0.000215813566955318
"1681","IT","HML",0.0027434359328246
"1682","IT","HML",0.00825494868997249
"1683","RE","HML",-0.00304793262835473
"1684","CD","HML",-0.00444099048516797
"1685","CS","HML",-0.00374402937349868
"1686","CS","HML",-0.00400924103064193
"1687","M","HML",-0.00253348144673833
"1688","CS","HML",-0.0131726610597456
"1689","FI","HML",-0.00645407040430933
"1690","FI","HML",0.017848608097964
"1691","M","HML",0.00569836333208659
"1692","IT","HML",0.000270214890119638
"1693","H","HML",-0.00185589478207831
"1694","FI","HML",-0.00233217049525349
"1695","E","HML",0.00431074766270179
"1696","H","HML",-0.0172293746445985
"1697","IT","HML",-5.2223402079483e-05
"1698","IT","HML",0.00389353405350452
"1699","CD","HML",-0.00926379886265561
"1700","E","HML",0.00818728875245088
"1701","M","HML",-0.00391078290600624
"1702","U","HML",-0.00634779673815828
"1703","I","HML",-0.00807720258983779
"1704","CD","HML",-0.00253236930303788
"1705","U","HML",-0.00538975039780089
"1706","E","HML",0.00596092206220603
"1707","CD","HML",-0.000382157552427941
"1708","I","HML",0.00230016541709809
"1709","FI","HML",0.0121404930599399
"1710","I","HML",-0.000129298003027225
"1711","U","HML",-0.000626677332872188
"1712","M","HML",0.00423997759531698
"1713","IT","HML",0.00554071819927076
"1714","CD","HML",-0.00505768961204023
"1715","E","HML",0.00445328552619931
"1716","CD","HML",-0.005850146742659
"1717","E","HML",0.000719045588555634
"1718","IT","HML",-0.00245986551949795
"1719","I","HML",-0.000998267007197554
"1720","M","HML",-0.0033523085929084
"1721","I","HML",0.000834105374472223
"1722","IT","HML",-0.001768579412789
"1723","I","HML",-0.00359695038145644
"1724","FI","HML",0.00870484528922917
"1725","CS","HML",-0.00567192510921705
"1726","H","HML",-0.00380302806316084
"1727","H","HML",-0.00302803341553365
"1728","H","HML",-0.00695348948965585
"1729","U","HML",-0.00727975673948363
"1730","CS","HML",-0.00772802080542866
"1731","U","HML",-0.00714792307820021
"1732","E","HML",0.00778267459902518
"1733","FI","HML",0.0080100868380607
"1734","CD","HML",0.0001813380901968
"1735","M","HML",-8.43886834743196e-05
"1736","FI","HML",0.00506114933073311
"1737","CS","HML",-0.00498667328494129
"1738","FI","HML",-0.00126539717202262
"1739","RE","HML",-0.00286919075861821
"1740","FI","HML",0.0137828733853148
"1741","U","HML",-0.00261523246361744
"1742","RE","HML",-0.00518390304709933
"1743","CD","HML",0.000882220644029339
"1744","CD","HML",-0.00105924863675575
"1745","I","HML",0.006534912306566
"1746","IT","HML",-0.00591262519346955
"1747","E","HML",0.00406412243275317
"1748","FI","HML",0.00456014104725861
"1749","I","HML",0.000128132116690101
"1750","RE","HML",-0.0145278157415453
"1751","IT","HML",-0.00942607005399459
"1752","RE","HML",-0.00704486909410533
"1753","H","HML",-0.020201951803239
"1754","FI","HML",0.0146289977945126
"1755","H","HML",-0.00209436946500044
"1756","I","HML",0.00399476498659239
"1757","I","HML",-0.00102443638398715
"1758","I","HML",-0.000337716460319234
"1759","I","HML",-0.00379819630609893
"1760","CD","HML",-0.00903648821937114
"1761","CD","HML",-0.00510280504598921
"1762","IT","HML",-0.00321496044344933
"1763","RE","HML",-0.00686782228189167
"1764","U","HML",-0.0074416374138406
"1765","E","HML",0.000508298724994572
"1766","IT","HML",2.36877018198661e-05
"1767","M","HML",-0.00424821300262752
"1768","U","HML",-0.00564784743423023
"1769","M","HML",-0.00551096906426052
"1770","RE","HML",-0.00705103530623799
"1771","IT","HML",-0.00272274664403187
"1772","RE","HML",-0.00136079097504968
"1773","CD","HML",0.00183347808106961
"1774","U","HML",-0.00498527420907967
"1775","I","HML",-0.00271294868445193
"1776","FI","HML",-0.00920449539568224
"1777","CD","HML",-0.00200259261604027
"1778","CD","HML",-0.00393019432110025
"1779","FI","HML",0.00685360229618664
"1780","I","HML",-0.00786669670228804
"1781","H","HML",-0.00393332456410642
"1782","FI","HML",0.00861391353054746
"1783","FI","HML",0.0142071824516693
"1784","IT","HML",-0.00640365935880582
"1785","IT","HML",-0.00395919357082425
"1786","CS","HML",-0.000200266034313998
"1787","FI","HML",0.00349454296677825
"1788","IT","HML",-0.0062136157678568
"1789","CD","HML",-0.00949068147405678
"1790","CD","HML",-0.00324152554081791
"1791","IT","HML",0.000235478845803914
"1792","E","HML",0.0100825046474933
"1793","IT","HML",-0.00411195305130282
"1794","I","HML",1.05706124958442e-05
"1795","CD","HML",-0.00044127484584017
"1796","CD","HML",0.00220041260170345
"1797","CD","HML",-0.00558746125666795
"1798","FI","HML",0.00172768198277675
"1799","IT","HML",-0.00151758501532854
"1800","CD","HML",-0.0010957293771565
"1801","I","HML",-0.000461635280526888
"1802","FI","HML",-0.0022277148889386
"1803","CD","HML",-0.0155156120559626
"1804","CD","HML",-0.00126492683680955
"1805","CD","HML",-0.00177389160336174
"1806","CS","HML",-0.00499022248692003
"1807","CD","HML",-0.00903408461836515
"1808","FI","HML",0.00476628746534549
"1809","CD","HML",-0.016340671784018
"1810","I","HML",-0.00246385395726662
"1811","I","HML",-0.00587488656619411
"1812","H","HML",-0.00286860569453197
"1813","I","HML",7.32551281252261e-05
"1814","I","HML",0.00748261949372554
"1815","I","HML",-0.00251838994628213
"1816","H","HML",-0.00825940994408082
"1817","FI","HML",0.00906554398233218
"1818","CD","HML",-0.00271663823872008
"1819","E","HML",0.00738592404587286
"1820","H","HML",-0.00840626605937845
"1821","RE","HML",-0.0117445353752479
"1822","IT","HML",-0.00982955590033817
"1823","I","HML",-0.00406987497725171
"1824","T","HML",-0.00807844038677853
"1825","H","HML",-0.0121574049667394
"1826","CD","HML",-0.00604001606563449
"1827","IT","HML",-0.00419099653076903
"1828","RE","HML",-0.00246008375302887
"1829","M","HML",-0.00303546108817336
"1830","CS","HML",-0.00639408072004115
"1831","CS","HML",-0.00875452947540477
"1832","CD","HML",-0.000842686298629233
"1833","I","HML",-0.00247123024775551
"1834","H","HML",-0.0100597809663359
"1835","U","HML",-0.00703838034706037
"1836","FI","HML",0.00821119923799667
"1837","RE","HML",0.00441077686550605
"1838","IT","HML",0.00183901258963076
"1839","IT","HML",-0.00188540466903561
"1840","RE","HML",0.00704511210701753
"1841","CD","HML",0.00264014925015552
"1842","E","HML",0.00218158318244576
"1843","FI","HML",-0.00368753557444499
"1844","CD","HML",-0.00557798991175628
"1845","CD","HML",-0.0161418474718311
"1846","U","HML",-0.00725241202922601
"1847","IT","HML",0.00115649695797023
"1848","FI","HML",-0.00055126277193376
"1849","I","HML",0.000181581852329045
"1850","CD","HML",-0.00373144465805615
"1851","H","HML",-0.00741223009519793
"1852","FI","HML",0.0159559502805434
"1853","I","RMW",0.00323894918023602
"1854","H","RMW",0.000807456079501286
"1855","IT","RMW",-0.00544030025219194
"1856","IT","RMW",-0.010077705776187
"1857","I","RMW",-0.0144188132371096
"1858","IT","RMW",-0.0107052237089573
"1859","IT","RMW",0.00130196768033522
"1860","CD","RMW",0.00838853790433137
"1861","U","RMW",0.00237487705219169
"1862","H","RMW",-0.00285443202887061
"1863","FI","RMW",-0.000179987592255723
"1864","FI","RMW",-0.00845909300143733
"1865","H","RMW",-0.00710684384994096
"1866","M","RMW",-7.27089475449501e-06
"1867","IT","RMW",-0.00714711540971664
"1868","I","RMW",0.00506427673703785
"1869","M","RMW",-0.0032115278848387
"1870","RE","RMW",-0.00461335652370959
"1871","H","RMW",-0.013369123694756
"1872","H","RMW",0.00081041572639638
"1873","H","RMW",-0.00619539905661198
"1874","U","RMW",0.00019774189660685
"1875","FI","RMW",-0.00193547878585978
"1876","IT","RMW",-3.56097891706098e-05
"1877","IT","RMW",-0.000355762725450757
"1878","CS","RMW",0.00521131778463474
"1879","CD","RMW",0.00100435236381811
"1880","I","RMW",-0.000208575495085782
"1881","U","RMW",0.00116871866088956
"1882","FI","RMW",0.00259755589823269
"1883","FI","RMW",-0.0103603959983419
"1884","RE","RMW",-0.00186723610077373
"1885","U","RMW",-0.00244310380907475
"1886","H","RMW",-0.00216383626296707
"1887","I","RMW",0.00234410130887594
"1888","H","RMW",-0.00899093646267311
"1889","IT","RMW",0.000440583875527679
"1890","E","RMW",-0.00262701645822204
"1891","IT","RMW",0.000189890170997307
"1892","E","RMW",-0.007448864449342
"1893","IT","RMW",0.000364755653438227
"1894","H","RMW",-0.000831373474956503
"1895","FI","RMW",-0.00789334200328011
"1896","I","RMW",0.00142648995273001
"1897","E","RMW",-0.00629308647727706
"1898","RE","RMW",-0.00154969702470945
"1899","IT","RMW",0.0143795525747595
"1900","IT","RMW",-0.00841678334437817
"1901","CD","RMW",-0.00465913022160662
"1902","CS","RMW",-0.00547535051553871
"1903","I","RMW",-0.00189954806208884
"1904","FI","RMW",-0.00105537701795913
"1905","FI","RMW",-0.0115068401887949
"1906","T","RMW",0.0046847388331534
"1907","IT","RMW",-0.00800721055000482
"1908","IT","RMW",-0.000686110746824677
"1909","CD","RMW",0.00381463920161839
"1910","RE","RMW",0.00246611489073579
"1911","M","RMW",-0.0016190107114
"1912","E","RMW",0.000554824299456667
"1913","M","RMW",-0.00573208925918255
"1914","FI","RMW",-0.0227997842813457
"1915","FI","RMW",-0.0106975980154055
"1916","H","RMW",-0.00489761852522305
"1917","FI","RMW",-0.00888300345747055
"1918","H","RMW",-0.0044429638168506
"1919","CD","RMW",0.0196167767463568
"1920","H","RMW",-0.00731557472467316
"1921","FI","RMW",-0.00483102457685975
"1922","FI","RMW",-0.00889130477871108
"1923","I","RMW",0.00152994100117319
"1924","CD","RMW",0.0027947866937675
"1925","CD","RMW",0.000693155356474914
"1926","RE","RMW",-0.00205446390152783
"1927","H","RMW",-0.0163955228386561
"1928","H","RMW",0.000426129775214686
"1929","IT","RMW",-0.00840906896421098
"1930","I","RMW",0.00207254899433093
"1931","IT","RMW",-0.00271225906730456
"1932","E","RMW",0.00316509253096957
"1933","IT","RMW",-0.00272249574297502
"1934","CS","RMW",0.00092316893589758
"1935","FI","RMW",-0.00663096059510426
"1936","H","RMW",-0.00810243111739125
"1937","CD","RMW",-0.00209577633239576
"1938","CD","RMW",0.000755095742368636
"1939","I","RMW",0.00120969523945019
"1940","FI","RMW",-0.00307246967528812
"1941","CD","RMW",-0.00324874549910841
"1942","H","RMW",-0.00648629741906768
"1943","H","RMW",-0.00983140941115239
"1944","U","RMW",0.00309521503876695
"1945","T","RMW",0.00661177119074485
"1946","H","RMW",-0.00198767639832425
"1947","M","RMW",-0.00187496057414741
"1948","FI","RMW",-0.0100607567931961
"1949","CD","RMW",-0.00476089640382046
"1950","E","RMW",-0.000768765470305021
"1951","CD","RMW",0.0140020764278413
"1952","FI","RMW",-0.00314692068052083
"1953","CS","RMW",-0.000568970229861486
"1954","H","RMW",-0.00385302623724508
"1955","E","RMW",-0.00618194406828038
"1956","FI","RMW",-0.00237907892958249
"1957","I","RMW",0.000451027796129538
"1958","IT","RMW",-0.00127216708141557
"1959","FI","RMW",-0.0150556044556284
"1960","IT","RMW",-0.00284127125141819
"1961","CS","RMW",-0.000613536969834258
"1962","FI","RMW",-0.00122400252895104
"1963","U","RMW",0.000496207609335982
"1964","CS","RMW",0.00363933922292024
"1965","IT","RMW",-0.00673424456608554
"1966","CS","RMW",0.00186619872009012
"1967","CD","RMW",-0.00454515282813714
"1968","FI","RMW",-0.00721459526203176
"1969","CS","RMW",0.000863504289826765
"1970","E","RMW",-0.00194740762596994
"1971","E","RMW",-0.00139838435588221
"1972","U","RMW",0.00363863098495227
"1973","CS","RMW",-0.00829390548183444
"1974","H","RMW",-0.000954386440276426
"1975","IT","RMW",-0.000281695853344155
"1976","CS","RMW",0.00487859611026874
"1977","RE","RMW",-0.00120127279689478
"1978","I","RMW",0.0026337520797986
"1979","I","RMW",7.71792652687853e-05
"1980","CS","RMW",0.000885707545601704
"1981","CD","RMW",-0.00727840252074909
"1982","H","RMW",0.00385819371245829
"1983","CD","RMW",0.00740832317054385
"1984","H","RMW",-0.00532164094985738
"1985","I","RMW",-0.00264444994397802
"1986","I","RMW",-0.000508572363196895
"1987","H","RMW",0.000127880259400157
"1988","E","RMW",-0.00538638219878301
"1989","RE","RMW",-0.000392619624189813
"1990","FI","RMW",4.73734072318067e-06
"1991","CD","RMW",-0.00411457535901583
"1992","CD","RMW",-0.00416489255628332
"1993","CD","RMW",-0.00237462113069453
"1994","CD","RMW",0.00912138991647873
"1995","U","RMW",0.000482205632056335
"1996","I","RMW",0.00131501171683951
"1997","M","RMW",-0.00126339249619917
"1998","CS","RMW",0.000156774194517767
"1999","U","RMW",0.000636588830893179
"2000","RE","RMW",-0.00325095559533272
"2001","U","RMW",0.000916130583703685
"2002","IT","RMW",-0.0251552348214188
"2003","FI","RMW",-0.00893511634662813
"2004","M","RMW",-0.00589502045235153
"2005","I","RMW",-0.00153567048328562
"2006","IT","RMW",-0.00840906562721106
"2007","M","RMW",-0.000143898609011346
"2008","U","RMW",0.000533451052571871
"2009","H","RMW",-0.00427782023996981
"2010","IT","RMW",-0.0111272808518179
"2011","I","RMW",-0.000177573547225597
"2012","U","RMW",0.00308469035433001
"2013","E","RMW",-0.00261220788517304
"2014","E","RMW",-0.00351119417396796
"2015","I","RMW",-0.00534189617881496
"2016","RE","RMW",-0.007558089378197
"2017","RE","RMW",0.000190859791608629
"2018","RE","RMW",-6.58130316449121e-05
"2019","CS","RMW",-0.00084269281420162
"2020","U","RMW",-0.0016498826012293
"2021","FI","RMW",0.000334275804529075
